Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Income_Band_Code,Experience_Band_Code,Job_Sector_Code,Labour_Group_Code,Risk_Category_Code,Job_Title_Code,Education_Level_Code
130621,21,0.0,1.31,0.74,0.77,0.15,0.42,0.73,0.27,0.31,0.67,0.19,0.95,0.19,2,4,2,0,2,2,0
141579,13,0.8,0.87,0.36,0.17,0.99,0.73,0.45,0.26,0.02,0.67,0.96,0.11,0.75,2,3,5,0,1,6,3
64907,10,0.79,0.87,0.88,0.93,0.62,0.92,0.24,0.98,0.87,0.11,0.41,0.93,0.08,1,3,12,0,2,14,3
147754,11,0.72,0.53,0.24,0.36,0.25,0.58,0.54,0.87,0.68,0.42,0.65,0.75,0.94,2,3,13,3,0,18,1
61937,1,0.54,0.87,0.27,0.79,0.08,0.7,0.54,0.1,0.56,0.19,0.71,0.28,0.15,1,0,13,3,0,18,0
41593,25,0.49,0.7,0.64,0.0,0.84,0.52,0.92,0.2,0.1,0.62,0.71,0.37,0.01,1,4,3,1,1,12,1
75337,2,0.23,0.85,0.18,0.7,0.96,0.14,0.68,0.23,0.22,0.63,0.78,0.98,0.77,1,1,1,1,0,1,2
147553,19,0.23,1.26,0.51,0.3,0.47,0.91,0.76,0.45,0.98,0.79,0.01,0.11,0.55,2,3,5,0,1,6,0
69114,24,0.81,1.4,0.4,0.76,0.54,0.39,0.79,0.56,0.64,0.06,0.59,0.3,0.49,1,4,9,1,1,10,2
142467,3,0.61,0.65,0.35,0.19,0.82,0.03,0.73,0.06,0.59,0.77,0.23,0.2,0.29,2,1,15,0,1,17,2
95410,0,0.49,1.23,0.82,0.13,0.44,0.16,0.75,0.17,0.48,0.69,0.23,0.08,0.56,1,0,14,0,2,16,0
44802,16,0.59,1.25,0.13,0.49,0.93,0.47,1.0,0.16,0.71,0.65,0.87,0.09,0.28,1,3,13,3,0,18,3
62611,3,0.93,0.93,0.66,0.29,0.13,0.3,0.6,0.85,0.39,0.91,0.24,0.69,0.74,1,1,16,2,1,19,3
58419,26,0.03,0.87,0.71,0.9,0.95,0.74,0.73,0.24,0.07,0.8,0.56,0.68,0.78,1,4,2,0,2,2,3
74852,28,0.14,1.3,0.48,0.83,0.44,0.22,0.17,0.74,0.57,0.4,0.49,0.55,0.24,1,4,4,2,1,4,1
125640,2,0.29,0.89,0.5,0.17,0.39,0.39,0.29,1.0,0.07,0.64,0.17,0.84,0.91,2,1,9,1,1,10,0
112654,15,0.82,0.75,0.74,0.32,0.34,0.4,0.37,0.41,0.71,0.25,0.02,0.49,0.45,2,3,0,0,2,0,0
57476,5,0.13,1.01,0.76,0.88,0.17,0.02,0.45,0.99,0.63,0.35,0.02,0.48,0.21,1,2,8,0,2,9,3
109398,18,0.58,0.77,0.33,0.76,0.59,0.84,0.26,0.65,0.12,0.29,0.66,0.83,0.32,2,3,5,0,1,6,3
139240,10,0.68,0.85,0.92,0.51,0.65,0.5,0.45,0.85,0.29,0.04,0.88,0.83,0.37,2,3,14,0,2,16,3
143089,15,0.68,0.58,0.47,0.09,0.6,0.03,0.63,0.67,0.49,0.18,0.1,0.31,0.47,2,3,3,1,1,12,1
145632,18,0.0,1.21,0.59,0.44,0.34,0.84,0.78,0.98,0.37,0.91,0.09,0.41,0.47,2,3,3,1,1,12,3
104657,5,0.63,0.67,0.27,0.55,0.9,0.0,0.63,0.41,0.51,0.74,0.23,0.2,0.7,2,2,13,3,0,15,2
44835,8,0.23,0.98,0.48,0.69,0.0,0.59,0.61,0.75,0.89,0.44,0.34,0.1,0.34,1,2,4,2,1,4,2
43830,6,0.8,1.31,0.47,0.26,0.12,0.85,0.88,0.27,0.62,0.26,0.23,0.02,0.58,1,2,3,1,1,3,1
67293,25,0.01,0.6,0.78,0.67,0.2,0.89,0.29,0.33,0.22,0.25,0.07,0.29,0.86,1,4,2,0,2,2,2
68690,13,0.88,0.6,0.16,0.23,0.72,0.97,0.82,0.04,0.32,0.03,0.04,0.08,0.28,1,3,3,1,0,5,1
45234,1,0.4,0.9,0.24,0.14,0.16,0.63,0.57,0.15,0.85,0.33,0.37,0.42,0.32,1,0,3,1,0,5,2
120052,3,0.39,0.76,0.66,0.31,0.7,0.35,0.44,0.24,0.75,0.74,0.02,0.06,0.92,2,1,4,2,1,4,1
40270,19,0.51,0.99,0.62,0.14,0.65,0.48,0.74,0.03,0.59,0.56,0.84,0.68,0.88,1,3,3,1,1,12,0
52562,3,0.41,0.64,0.55,0.87,0.07,0.56,0.11,0.03,0.68,0.68,0.6,0.86,0.08,1,1,11,1,1,13,3
52065,27,0.86,1.0,0.41,0.74,0.89,0.69,0.79,0.28,0.29,0.86,0.61,0.23,0.52,1,4,4,2,1,4,1
66183,0,0.22,1.15,0.32,0.3,0.67,0.15,0.22,0.88,0.67,0.5,0.21,0.34,0.57,1,0,10,2,1,11,0
67098,17,0.48,0.91,0.49,0.11,0.11,0.96,0.98,0.43,0.79,0.66,0.12,0.3,0.31,1,3,7,2,1,8,2
74143,7,0.58,1.42,0.9,0.86,0.89,0.8,0.33,0.22,0.57,0.69,0.39,0.85,0.96,1,2,2,0,2,2,0
149245,11,0.21,1.3,0.16,0.18,0.66,0.6,0.17,0.87,0.85,0.84,0.4,0.82,0.84,2,3,3,1,0,5,2
112802,7,0.96,0.88,0.75,0.29,0.49,0.81,0.72,0.79,0.38,0.25,0.02,0.63,0.8,2,2,0,0,2,0,1
76611,8,0.48,1.43,0.1,0.51,0.21,0.19,0.95,0.82,0.01,0.27,0.21,0.15,0.7,1,2,6,3,0,7,0
48609,0,0.45,0.69,0.12,0.36,0.79,0.99,0.18,0.34,0.28,0.04,0.22,0.9,0.84,1,0,6,3,0,7,3
138629,15,0.37,0.81,0.36,0.62,0.56,0.43,0.86,0.62,0.26,0.37,0.15,0.59,0.59,2,3,4,2,1,4,3
53481,4,0.2,0.7,0.35,0.61,0.69,0.7,0.53,0.95,0.88,0.96,0.39,0.88,0.76,1,1,4,2,1,4,1
60412,17,0.11,1.18,0.35,0.29,0.5,0.68,0.93,0.59,0.67,0.31,0.69,0.44,0.86,1,3,9,1,1,10,2
137271,4,0.47,0.93,0.25,0.95,0.33,0.48,0.71,0.9,0.49,0.11,0.37,0.55,0.42,2,1,6,3,0,7,3
37612,16,0.04,1.19,0.3,0.92,0.68,0.84,0.26,0.62,0.06,0.71,0.97,0.86,0.53,1,3,13,3,0,18,0
87623,12,0.94,0.72,0.62,0.27,0.88,0.1,0.18,0.72,0.17,0.16,0.56,0.83,0.27,1,3,9,1,1,10,0
84503,2,0.81,1.08,0.56,0.04,0.37,0.26,0.15,0.39,0.35,0.73,0.6,0.91,0.15,1,1,7,2,1,8,1
140427,23,0.53,0.5,0.25,0.51,0.49,0.36,0.37,0.43,0.02,0.08,0.51,0.15,0.78,2,4,13,3,0,15,3
73281,15,0.1,0.74,0.14,0.04,0.14,0.32,0.31,0.8,0.84,0.19,0.12,0.63,0.8,1,3,6,3,0,7,0
66492,3,0.01,0.91,0.59,0.83,0.06,0.68,0.29,0.07,0.49,0.16,0.74,0.74,0.84,1,1,7,2,1,8,0
52368,8,0.01,0.76,0.49,0.69,0.38,0.54,0.52,0.16,0.62,0.44,0.81,0.69,0.11,1,2,3,1,1,12,3
113302,14,0.7,0.59,0.9,0.22,0.5,0.94,0.57,0.42,0.01,0.13,0.58,0.49,0.36,2,3,0,0,2,0,2
80901,17,0.77,0.62,0.58,0.91,0.18,0.84,0.12,0.57,0.34,0.47,0.3,0.26,0.74,1,3,15,0,1,17,2
68197,23,0.87,0.89,0.62,0.26,0.66,0.1,0.02,0.1,0.32,0.03,0.63,0.32,0.74,1,4,9,1,1,10,0
101721,9,0.22,0.91,0.15,0.13,0.99,0.28,0.72,0.22,0.88,0.39,0.9,0.34,0.01,2,2,6,3,0,7,2
125101,12,0.52,0.62,0.39,0.78,0.04,0.49,0.53,0.69,0.04,0.59,0.0,0.27,0.5,2,3,5,0,1,6,1
143605,3,0.13,0.67,0.87,0.37,0.62,1.0,0.99,0.35,0.5,0.9,0.09,0.45,0.38,2,1,0,0,2,0,2
124183,10,0.99,1.23,0.46,0.83,0.49,0.87,0.27,0.22,0.25,0.54,0.29,0.15,0.99,2,3,4,2,1,4,3
81907,12,0.64,1.39,0.28,0.68,0.52,0.88,0.57,0.13,0.37,0.45,0.94,0.66,0.88,1,3,6,3,0,7,2
130231,29,0.31,1.22,0.38,0.41,0.81,0.61,0.83,0.25,0.75,0.2,0.55,0.43,0.56,2,4,3,1,1,3,0
50893,6,0.36,1.17,0.84,0.55,0.51,0.94,0.93,0.36,0.35,0.55,0.1,0.3,0.23,1,2,14,0,2,16,3
34273,13,0.64,0.88,0.09,0.89,0.87,0.86,0.39,0.06,0.11,0.28,0.22,0.87,0.99,1,3,1,1,0,1,3
129941,0,0.73,1.09,0.24,0.95,0.6,0.15,0.16,0.58,0.33,0.91,0.61,0.68,0.01,2,0,1,1,0,1,3
65310,0,0.43,1.21,0.8,0.98,0.67,0.66,0.92,1.0,0.2,0.81,0.16,0.46,0.1,1,0,14,0,2,16,0
111301,15,0.47,1.13,0.57,0.62,0.29,0.84,0.55,0.49,0.99,0.28,0.53,0.68,0.13,2,3,9,1,1,10,0
125325,25,0.8,0.74,0.5,0.63,0.67,0.73,0.87,0.39,0.71,0.73,0.3,0.97,0.87,2,4,11,1,1,13,3
53070,20,0.68,1.22,0.81,0.86,0.69,0.66,0.22,0.41,0.43,0.73,0.62,0.09,0.31,1,4,8,0,2,9,2
137582,2,0.74,1.24,0.17,0.12,0.29,0.25,0.78,0.18,0.46,0.67,0.96,1.0,0.95,2,1,6,3,0,7,0
77851,13,0.75,1.26,0.65,0.95,0.45,0.42,0.46,0.66,0.78,0.87,0.46,0.36,0.98,1,3,3,1,1,3,2
94690,17,0.22,1.22,0.37,0.4,0.29,0.17,0.58,0.37,0.46,0.2,0.77,0.31,0.34,1,3,7,2,1,8,3
106145,25,0.43,0.96,0.51,0.97,0.9,0.61,0.04,0.61,0.09,0.71,0.39,0.84,0.94,2,4,16,2,1,19,0
144256,4,0.46,1.09,0.1,0.93,0.43,0.17,0.76,0.22,0.14,0.56,0.67,0.57,0.66,2,1,6,3,0,7,3
94322,12,0.48,0.86,0.29,0.05,0.3,0.94,0.98,0.82,0.08,0.56,0.4,0.81,0.06,1,3,13,3,0,18,1
97504,3,0.49,0.66,0.87,0.82,0.7,0.44,0.88,0.14,0.26,0.49,0.06,0.1,0.4,1,1,12,0,2,14,1
64897,11,0.91,0.97,0.36,0.18,0.38,0.21,0.08,0.67,0.58,0.29,0.78,0.78,0.49,1,3,11,1,1,13,2
53425,18,0.92,1.17,0.4,0.61,0.41,0.64,0.47,0.49,0.74,0.61,0.08,0.07,0.31,1,3,10,2,1,11,2
69426,26,0.28,1.15,0.38,0.7,0.77,0.12,0.65,0.96,0.19,0.91,0.61,0.59,0.05,1,4,10,2,1,11,3
69801,0,0.48,1.22,0.62,0.52,0.26,0.14,0.16,0.87,0.12,0.38,0.33,0.87,0.48,1,0,10,2,1,11,1
102904,1,0.74,1.35,0.34,0.25,0.14,0.46,0.72,0.17,0.13,0.61,0.23,0.48,0.05,2,0,10,2,1,11,0
72020,6,0.54,1.15,0.77,0.28,0.8,0.72,0.58,0.63,0.09,0.86,0.77,0.59,0.92,1,2,8,0,2,9,1
59362,18,0.27,0.8,0.65,0.65,0.8,0.29,1.0,0.14,0.96,0.9,0.55,0.59,0.78,1,3,10,2,1,11,2
113366,20,0.53,1.4,0.72,0.91,0.73,0.77,0.06,0.19,0.93,0.12,0.63,0.78,0.23,2,4,0,0,2,0,2
114142,21,0.62,1.35,0.11,0.44,0.62,0.92,0.02,0.21,0.23,0.33,0.28,0.59,0.89,2,4,3,1,0,5,3
94197,3,0.24,1.36,0.55,0.22,0.36,0.79,0.74,0.58,0.14,0.8,0.31,0.77,0.65,1,1,16,2,1,19,1
73518,2,0.21,0.63,0.4,0.16,0.62,0.6,0.59,0.64,0.81,0.91,0.23,0.59,0.08,1,1,4,2,1,4,0
138460,20,0.65,0.99,0.6,0.43,0.13,0.87,0.08,0.19,0.28,1.0,0.42,0.5,0.77,2,4,5,0,1,6,1
38628,18,0.49,1.47,0.62,0.4,0.38,0.93,0.68,0.62,0.76,0.56,0.16,0.32,0.56,1,3,16,2,1,19,3
72353,14,0.44,1.26,0.37,0.06,0.84,0.62,0.18,0.81,0.66,0.33,0.38,0.16,0.84,1,3,3,1,1,3,2
47054,19,0.56,1.38,0.31,0.07,0.16,0.03,0.66,0.63,0.21,0.15,0.15,0.95,0.69,1,3,10,2,1,11,2
73489,2,0.32,0.93,0.34,1.0,0.76,0.62,0.59,0.5,0.26,0.23,0.55,0.07,0.07,1,1,3,1,1,12,2
127014,11,0.92,1.41,0.7,0.11,0.58,0.85,0.95,0.86,0.68,0.2,0.07,0.05,0.61,2,3,12,0,1,14,2
138569,22,0.74,1.21,0.07,0.91,0.52,0.9,0.9,0.2,0.38,0.13,0.77,0.5,0.93,2,4,3,1,0,5,2
134371,6,0.69,1.49,0.87,0.07,0.59,0.18,0.03,0.33,0.27,0.79,0.37,0.73,0.02,2,2,0,0,2,0,1
77687,28,0.03,0.72,0.45,0.61,0.99,0.35,0.06,0.19,0.9,0.7,0.79,0.12,0.13,1,4,5,0,1,6,1
40128,23,0.86,0.71,0.86,0.52,0.54,0.2,0.64,0.04,0.99,0.03,0.05,0.32,0.83,1,4,14,0,2,16,2
105505,12,0.47,0.52,0.07,0.61,0.19,0.69,0.79,0.85,0.13,0.46,0.95,0.77,0.12,2,3,1,1,0,1,1
37109,19,0.05,1.21,0.91,0.7,0.64,0.25,0.49,0.72,0.19,0.48,0.12,0.53,0.57,1,3,8,0,2,9,0
97672,7,0.47,1.09,0.7,0.62,0.75,0.19,0.53,0.01,0.03,0.32,0.47,0.58,0.89,1,2,4,2,1,4,1
149593,19,0.3,1.24,0.52,0.78,0.41,0.09,0.62,0.56,0.95,0.16,0.66,0.47,0.38,2,3,5,0,1,6,0
81108,6,0.48,0.9,0.17,0.94,0.66,0.29,0.17,0.42,0.45,0.6,0.27,0.77,0.1,1,2,3,1,0,5,2
77197,3,0.83,1.39,0.61,0.58,0.57,0.47,0.23,0.38,0.99,0.15,0.54,0.87,0.45,1,1,11,1,1,13,1
113499,6,0.17,0.93,0.94,0.09,0.59,0.92,0.95,0.85,0.86,0.65,0.22,0.73,0.98,2,2,8,0,2,9,2
133462,6,0.26,1.07,0.87,0.21,0.72,0.59,0.61,0.31,0.16,0.62,0.59,0.34,0.3,2,2,14,0,2,16,2
96393,13,0.49,1.47,0.61,0.85,0.51,0.53,0.2,0.72,0.42,0.74,0.41,0.11,0.17,1,3,7,2,1,8,2
99226,11,0.26,0.76,0.93,0.66,0.11,0.14,0.27,0.59,0.75,0.27,0.87,0.11,0.21,1,3,2,0,2,2,0
55483,1,0.13,1.39,0.88,0.07,0.48,0.52,0.93,0.42,0.45,0.11,0.64,0.21,0.08,1,0,2,0,2,2,1
35499,27,0.27,0.64,0.58,0.82,0.06,0.11,0.09,0.05,0.66,0.59,0.66,0.51,0.82,1,4,9,1,1,10,2
59737,15,0.92,0.99,0.9,0.41,0.44,0.85,0.11,0.56,0.73,0.75,0.59,0.45,0.26,1,3,12,0,2,14,1
40364,0,0.37,1.3,0.71,0.23,0.35,0.67,0.32,0.04,0.17,0.26,0.18,0.2,0.77,1,0,12,0,2,14,2
97954,20,0.41,1.47,0.48,0.93,0.3,0.4,0.4,0.55,0.58,0.25,0.79,0.5,0.01,1,4,9,1,1,10,2
36534,24,0.8,0.75,0.71,0.81,0.98,0.08,0.94,0.36,0.94,0.65,0.89,0.79,0.03,1,4,8,0,2,9,0
85012,4,0.53,0.63,0.17,0.95,0.29,0.49,0.38,0.63,0.19,0.26,0.86,0.81,0.79,1,1,1,1,0,1,2
94712,25,0.46,1.23,0.8,0.1,0.39,0.16,0.39,0.3,0.6,0.36,0.71,0.51,0.92,1,4,2,0,2,2,0
124580,12,0.69,1.17,0.29,0.37,0.31,0.17,0.27,0.5,0.84,0.28,0.16,0.27,0.1,2,3,6,3,0,7,1
89151,8,0.08,0.86,0.5,0.43,0.28,0.29,0.63,0.72,0.58,0.98,0.94,0.1,0.26,1,2,9,1,1,10,3
100529,26,0.03,1.09,0.68,0.68,0.09,0.75,0.38,0.92,0.29,0.47,0.75,0.26,0.18,2,4,3,1,1,12,1
127054,27,0.49,1.43,0.77,0.04,0.62,0.06,0.51,0.38,0.48,0.16,0.09,0.75,0.25,2,4,12,0,2,14,2
68899,11,0.76,0.7,0.28,0.16,0.8,0.42,0.18,0.94,0.96,0.51,0.47,0.9,0.6,1,3,3,1,0,5,1
102564,14,0.43,1.34,0.64,0.94,0.29,0.68,0.07,0.73,0.56,0.25,0.65,0.14,0.33,2,3,15,0,1,17,0
47928,17,0.78,0.81,0.32,0.18,0.61,0.02,0.79,0.9,0.5,0.71,0.46,0.31,0.16,1,3,7,2,1,8,0
48560,21,0.93,1.39,0.93,0.97,0.17,0.15,0.43,0.69,0.44,0.89,0.72,0.63,0.07,1,4,0,0,2,0,3
81290,20,0.43,1.48,0.78,0.63,0.99,0.26,0.17,0.55,0.55,0.92,0.03,0.41,0.31,1,4,14,0,2,16,3
63897,4,0.03,1.33,0.79,0.25,0.58,0.7,0.81,0.35,0.81,0.46,0.1,0.85,0.55,1,1,8,0,2,9,0
124752,29,0.94,1.06,0.3,0.87,0.28,0.5,0.2,0.3,0.69,0.43,0.63,0.82,0.34,2,4,3,1,0,3,3
78008,19,0.78,1.22,0.52,0.38,0.41,0.43,0.35,0.7,0.13,0.97,0.78,0.3,0.04,1,3,3,1,1,3,1
75018,16,0.55,0.93,0.83,0.66,0.99,0.78,0.54,0.77,0.48,0.31,0.26,0.4,0.0,1,3,14,0,2,16,0
94407,11,0.13,1.46,0.07,0.5,0.92,0.61,0.5,0.74,0.35,0.19,0.85,0.06,0.81,1,3,13,3,0,15,3
43096,26,0.63,0.98,0.3,0.39,0.96,0.4,0.68,0.64,0.09,0.74,0.21,0.39,0.78,1,4,3,1,0,5,3
65504,14,0.56,1.02,0.18,0.82,0.99,0.63,0.38,0.22,0.2,0.86,0.99,0.7,0.96,1,3,1,1,0,1,2
115692,16,0.63,1.01,0.49,0.63,0.31,0.64,0.67,0.84,0.73,0.32,0.45,0.12,0.26,2,3,10,2,1,11,0
72971,9,0.1,1.07,0.8,0.03,0.43,0.28,0.07,0.29,0.29,0.36,0.37,0.43,0.09,1,2,14,0,2,16,0
75456,27,0.88,1.49,0.14,0.95,0.76,0.17,0.05,0.21,0.78,0.63,0.22,0.74,0.14,1,4,13,3,0,15,2
42929,12,0.79,1.47,0.36,0.91,0.34,0.42,0.47,0.63,0.99,0.6,0.93,0.26,0.4,1,3,16,2,1,19,0
87735,6,0.32,1.48,0.59,0.48,0.75,0.47,0.02,0.54,0.63,0.98,0.04,0.51,0.1,1,2,7,2,1,8,3
69029,23,0.61,0.73,0.6,0.51,0.22,0.49,0.0,0.86,0.01,0.01,0.61,0.97,0.86,1,4,15,0,1,17,0
50387,18,0.2,1.13,0.63,0.36,0.43,0.12,0.15,0.57,0.1,0.2,0.23,0.44,0.05,1,3,9,1,1,10,2
94918,29,0.93,0.52,0.86,0.84,0.31,0.13,0.04,0.64,0.55,0.23,0.83,0.74,0.28,1,4,8,0,2,9,3
56154,26,0.24,1.18,0.35,0.69,0.24,0.57,0.17,0.73,0.06,0.17,0.18,0.04,0.75,1,4,11,1,1,13,3
141634,0,0.78,1.36,0.7,0.12,0.56,0.98,0.66,0.37,0.15,0.15,0.36,0.71,0.03,2,0,12,0,1,14,3
50377,0,0.94,1.39,0.93,0.02,0.98,0.37,0.87,0.19,0.45,0.04,0.04,0.94,0.81,1,0,2,0,2,2,3
74516,10,0.53,1.25,0.44,0.76,0.49,0.64,0.96,0.47,0.42,0.91,0.9,0.99,0.55,1,3,10,2,1,11,0
129895,29,0.24,0.53,0.59,0.23,0.61,0.92,0.95,0.0,0.32,0.84,0.54,0.81,0.85,2,4,7,2,1,8,0
41329,24,0.33,0.72,0.68,0.31,0.34,0.9,0.14,0.58,0.78,0.27,0.84,0.77,0.49,1,4,5,0,1,6,1
40013,21,0.97,1.12,0.83,0.89,0.42,0.56,0.86,0.39,0.77,0.26,0.7,0.51,0.16,1,4,14,0,2,16,0
120777,5,0.28,1.43,0.66,0.51,0.26,0.1,0.16,0.52,0.31,0.04,0.46,0.75,0.89,2,2,4,2,1,4,1
107011,24,0.72,0.86,0.5,0.73,0.73,0.42,0.54,0.92,0.63,0.64,0.78,0.12,0.52,2,4,11,1,1,13,2
116377,6,0.36,0.79,0.54,0.22,0.56,0.16,0.58,0.6,0.42,0.38,0.25,0.33,0.5,2,2,5,0,1,6,3
67630,25,0.78,1.21,0.41,0.1,0.0,0.6,0.21,0.01,0.36,0.96,0.69,0.86,0.14,1,4,3,1,1,3,0
96360,15,0.66,0.8,0.07,0.37,0.4,0.27,0.22,0.36,0.64,0.95,0.7,0.78,0.31,1,3,13,3,0,15,2
103850,7,0.29,0.9,0.22,0.94,0.81,0.27,0.82,0.41,0.18,0.46,0.56,0.76,0.35,2,2,13,3,0,18,2
117133,23,0.09,0.61,0.29,0.95,0.97,0.3,0.19,0.98,0.99,0.08,0.75,0.29,0.91,2,4,3,1,0,5,0
125065,13,0.89,0.5,0.18,0.34,0.43,0.43,0.65,0.02,0.69,0.02,0.19,0.61,0.09,2,3,13,3,0,18,2
147600,8,0.19,0.92,0.82,0.5,0.52,0.22,0.52,0.48,0.21,0.99,0.87,0.89,0.69,2,2,0,0,2,0,2
96333,15,0.82,0.54,0.5,0.4,0.21,0.38,0.98,0.72,0.3,0.61,0.25,0.61,0.9,1,3,3,1,1,3,2
126847,29,0.73,0.95,0.51,0.7,0.81,0.66,0.98,0.82,0.78,0.85,0.28,0.43,0.56,2,4,5,0,1,6,0
92244,20,0.85,0.53,0.75,0.88,0.06,0.23,0.35,0.75,0.56,0.95,0.23,0.87,0.28,1,4,14,0,2,16,3
93810,28,0.5,0.57,0.15,0.36,0.16,0.86,0.39,0.98,0.9,0.19,0.51,0.6,0.82,1,4,13,3,0,15,0
127211,12,0.62,0.54,0.17,0.88,0.71,0.87,0.67,0.04,0.97,0.92,0.13,0.11,0.54,2,3,3,1,0,5,3
35455,12,0.38,0.64,0.5,0.34,0.35,0.64,0.89,0.56,0.69,0.66,0.55,0.31,0.38,1,3,5,0,1,6,0
37289,16,0.95,1.38,0.73,0.06,0.87,0.61,0.3,0.56,0.22,0.95,0.83,0.96,0.19,1,3,12,0,2,14,2
81428,5,0.56,0.82,0.82,0.94,0.69,0.36,1.0,0.35,0.81,0.78,0.72,0.67,0.11,1,2,8,0,2,9,2
123890,22,0.16,1.1,0.4,0.17,0.56,0.84,0.38,0.08,0.62,0.77,0.3,0.69,0.08,2,4,5,0,1,6,2
67422,2,0.47,1.28,0.44,0.45,0.63,0.62,0.52,0.33,0.67,0.84,0.15,0.34,0.67,1,1,11,1,1,13,3
62947,12,0.22,0.72,0.35,0.65,0.75,0.68,0.92,0.15,0.32,0.34,0.23,0.14,0.49,1,3,4,2,1,4,1
149554,3,0.26,1.29,0.93,0.88,0.72,0.17,0.37,0.05,0.64,0.45,0.57,0.98,0.4,2,1,0,0,2,0,0
66497,8,0.15,0.64,0.18,0.75,0.56,0.87,0.32,0.6,0.66,0.28,0.4,0.59,0.02,1,2,3,1,0,5,0
91140,6,0.11,0.55,0.39,0.5,0.33,0.44,0.08,0.23,0.1,0.23,0.7,0.58,0.33,1,2,3,1,1,3,2
147342,14,1.0,1.27,0.63,0.03,0.06,0.71,0.19,0.43,0.18,0.18,0.11,0.59,0.74,2,3,11,1,1,13,0
119647,23,0.28,1.16,0.15,0.7,0.76,0.03,0.38,0.73,0.38,0.01,0.34,0.87,0.95,2,4,1,1,0,1,1
31234,28,0.31,0.97,0.76,0.17,0.49,0.74,0.22,0.91,0.17,0.56,0.78,0.21,0.3,1,4,8,0,2,9,0
34677,0,0.94,0.99,0.72,0.83,0.57,0.06,0.45,0.43,0.15,0.42,0.28,0.7,0.01,1,0,12,0,2,14,2
125288,8,0.92,0.93,0.37,0.79,0.85,0.21,0.71,0.62,0.75,0.79,0.66,0.96,0.86,2,2,3,1,1,12,2
77540,13,0.55,1.25,0.85,0.04,0.21,0.08,0.11,0.02,0.42,0.18,0.86,0.75,0.57,1,3,0,0,2,0,3
62953,29,0.26,0.97,0.56,0.78,0.08,0.71,0.74,0.56,0.21,0.54,0.5,0.48,0.46,1,4,5,0,1,6,0
99754,1,0.18,0.6,0.76,0.26,0.25,0.21,0.74,0.82,0.33,0.31,0.84,0.62,0.29,1,0,12,0,2,14,2
114865,26,0.34,1.09,0.7,0.3,0.93,0.32,0.54,0.46,0.78,0.06,0.63,0.76,0.47,2,4,4,2,1,4,0
59904,9,0.24,1.18,0.92,0.42,0.56,0.23,0.41,0.34,0.66,0.98,0.81,0.19,0.58,1,2,12,0,2,14,1
53473,25,0.25,0.67,0.43,0.68,0.5,0.93,0.21,0.36,0.33,0.24,0.99,0.39,0.94,1,4,15,0,1,17,2
34564,0,0.2,0.62,0.91,0.03,0.96,0.42,0.25,0.62,0.13,0.07,0.83,0.42,0.52,1,0,2,0,2,2,1
128259,26,0.37,1.01,0.61,0.5,0.78,0.12,0.06,0.16,0.77,0.76,0.14,0.03,0.69,2,4,7,2,1,8,2
144486,28,0.75,0.7,0.53,0.76,0.26,0.53,0.31,0.23,0.97,0.91,0.45,0.14,0.73,2,4,11,1,1,13,2
136766,3,0.17,0.88,0.51,0.1,0.57,0.02,0.89,0.92,0.73,0.47,0.25,0.74,0.93,2,1,3,1,1,12,2
139097,23,0.47,0.82,0.44,0.41,0.95,0.26,0.49,0.95,0.48,0.86,0.06,0.95,0.19,2,4,15,0,1,17,1
97004,8,0.18,0.94,0.78,0.43,0.25,0.97,0.31,0.65,0.14,0.82,0.54,0.98,0.42,1,2,8,0,2,9,1
87143,25,0.35,1.24,0.86,0.78,0.07,0.58,0.93,0.11,0.09,0.72,0.32,0.66,0.55,1,4,2,0,2,2,1
86668,20,0.89,1.18,0.12,0.26,0.88,0.59,0.79,0.45,0.1,0.33,0.16,0.78,0.7,1,4,1,1,0,1,1
45027,5,0.43,1.21,0.43,0.71,0.55,0.25,0.67,0.88,0.31,0.81,0.34,0.82,0.05,1,2,15,0,1,17,1
86546,8,0.11,1.37,0.51,0.59,0.84,0.05,0.39,0.64,0.4,0.03,0.65,0.39,0.02,1,2,16,2,1,19,1
101621,7,0.22,1.01,0.37,0.36,0.75,0.81,0.8,0.7,0.54,0.55,0.95,0.88,0.65,2,2,15,0,1,17,2
114191,24,0.73,0.56,0.68,0.55,0.5,0.29,0.0,0.06,0.26,0.54,0.08,0.97,0.41,2,4,11,1,1,13,3
41918,24,0.53,0.56,0.26,0.46,0.18,0.16,0.36,0.57,0.42,0.6,0.71,0.75,0.4,1,4,6,3,0,7,0
130213,10,0.14,1.01,0.72,0.24,0.58,0.74,0.1,0.21,0.99,0.34,0.28,0.09,0.69,2,3,8,0,2,9,3
88561,22,0.16,1.13,0.51,0.56,0.99,0.03,0.91,0.84,0.42,0.88,0.65,0.89,0.59,1,4,15,0,1,17,2
132013,1,0.58,0.68,0.09,0.65,0.95,0.59,0.8,0.17,0.65,0.73,0.04,0.1,0.78,2,0,1,1,0,1,0
67010,19,0.41,1.42,0.95,0.76,0.79,0.21,0.19,0.98,0.7,0.69,0.29,0.89,0.04,1,3,0,0,2,0,1
